pid,composition,lml,white_added,second_exception
382,l*p+r,-248.814360369,True,False
382,l*r*p,-1670.18384012,True,True
383,l,-501.406752217,False,False
383,p,-467.605032473,False,False
383,r,453.23876001,False,False
383,l+r,452.544230936,False,False
383,l+p,-493.098639921,False,False
383,p+r,453.238795285,False,False
383,l*r,-501.019555413,False,False
383,l*p,-287.860631956,False,False
383,p*r,501.724423269,False,False
383,l+r+p,-420.029893591,False,False
383,l+r*p,-21.0750370604,True,False
383,l*r+p,-350.181276254,False,False
383,l*p+r,-327.656035404,False,False
383,l*r*p,-501.019550763,False,False
384,l,-1147.30551452,False,False
384,p,-1157.07529078,False,False
384,r,136.332309317,False,False
384,l+r,138.215946712,False,False
384,l+p,-838.871092127,False,False
384,p+r,136.305879745,False,False
384,l*r,-124.131906647,True,False
384,l*p,-1157.07529011,False,False
384,p*r,226.747207747,False,False
384,l+r+p,206.132850302,False,False
384,l+r*p,-82.287144705,True,False
384,l*r+p,-458.051052405,False,False
384,l*p+r,-182.337154255,True,False
384,l*r*p,200.683114089,False,False
385,l,-511.090433331,False,False
385,p,-510.47235497,False,False
385,r,779.747266608,False,False
385,l+r,778.997521667,False,False
385,l+p,-504.921282621,False,False
385,p+r,779.747262125,False,False
385,l*r,-510.472337964,False,False
385,l*p,-386.392263456,False,False
385,p*r,49.0183258452,True,False
385,l+r+p,40.4642374545,True,False
385,l+r*p,549.894535615,False,False
385,l*r+p,778.420587211,False,False
385,l*p+r,-616.535940803,True,True
385,l*r*p,-510.472336432,False,False
386,l,-677.809776173,False,False
386,p,-679.178569361,False,False
386,r,327.370540158,False,False
386,l+r,-54.3230048947,True,False
386,l+p,-658.002885208,False,False
386,p+r,-680.63357256,False,False
386,l*r,287.863302569,False,False
386,l*p,-683.316391511,False,False
386,p*r,370.56759905,False,False
386,l+r+p,-640.871574491,False,False
386,l+r*p,304.472023908,False,False
386,l*r+p,-616.94288149,False,False
386,l*p+r,-681.545012532,False,False
386,l*r*p,311.230585554,False,False
387,l,-1484.0656826,False,False
387,p,-1484.06424238,False,False
387,r,-915.772610476,False,False
387,l+r,-915.773175123,False,False
387,l+p,-1484.06646688,False,False
387,p+r,-915.772613011,False,False
387,l*r,-922.400803743,False,False
387,l*p,-1484.06417146,False,False
387,p*r,-898.861877571,False,False
387,l+r+p,-1231.85489688,False,False
387,l+r*p,-896.56601544,False,False
387,l*r+p,-916.505921044,False,False
387,l*p+r,-1374.46917359,False,False
387,l*r*p,-987.256927523,False,False
388,l,-509.457790642,False,False
388,p,-510.176801501,False,False
388,r,777.646050136,False,False
388,l+r,784.725687151,False,False
388,l+p,-491.640268924,False,False
388,p+r,777.649499769,False,False
388,l*r,-510.176785666,False,False
388,l*p,46.8783434674,False,False
388,p*r,831.983830857,False,False
388,l+r+p,-322.524046616,False,False
388,l+r*p,831.970717365,False,False
388,l*r+p,-469.947134241,False,False
388,l*p+r,-611.541885845,True,True
388,l*r*p,-510.176783622,False,False
389,l,-430.954837269,False,False
389,p,-433.922176656,False,False
389,r,831.283406327,False,False
389,l+r,832.24440661,False,False
389,l+p,693.25612665,False,False
389,p+r,819.375211661,False,False
389,l*r,-433.922106611,False,False
389,l*p,-37.8855148215,True,False
389,p*r,869.344586225,False,False
389,l+r+p,-312.900577818,False,False
389,l+r*p,832.244402762,False,False
389,l*r+p,-433.922145684,False,False
389,l*p+r,-322.812896159,False,False
389,l*r*p,-433.922123627,False,False
390,l,-1034.15956434,False,False
390,p,-1041.00388294,False,False
390,r,174.129690396,False,False
390,l+r,174.148459248,False,False
390,l+p,-945.264809681,False,False
390,p+r,203.469581912,False,False
390,l*r,166.512343896,False,False
390,l*p,-1047.92341487,False,False
390,p*r,274.731367743,False,False
390,l+r+p,222.540581024,False,False
390,l+r*p,261.455243587,False,False
390,l*r+p,-703.620005672,True,False
390,l*p+r,-174.064922537,True,False
390,l*r*p,-93.8734821683,True,False
391,l,-595.738072883,False,False
391,p,-594.556503279,False,False
391,r,380.658260666,False,False
391,l+r,371.886007627,False,False
391,l+p,-595.737944131,False,False
391,p+r,-357.376474796,False,False
391,l*r,-594.556496269,False,False
391,l*p,-594.556500663,False,False
391,p*r,434.110052127,False,False
391,l+r+p,-406.94202428,False,False
391,l+r*p,432.657837128,False,False
391,l*r+p,-592.568519521,False,False
391,l*p+r,-492.611318122,False,False
391,l*r*p,-594.556495057,False,False
392,l,-574.311797196,False,False
392,p,-581.644821188,False,False
392,r,707.315994486,False,False
392,l+r,707.638641753,False,False
392,l+p,-326.713984945,False,False
392,p+r,707.315450797,False,False
392,l*r,-581.644809533,False,False
392,l*p,-4.57038395753,True,False
392,p*r,768.432542775,False,False
392,l+r+p,648.131479936,False,False
392,l+r*p,41.8837872645,True,False
392,l*r+p,-581.644819306,False,False
392,l*p+r,-591.288061022,False,False
392,l*r*p,-581.644810906,False,False
393,l,-1580.64936443,False,False
393,p,-1737.47324862,False,False
393,r,-1142.0976525,False,False
393,l+r,-1148.73530316,True,False
393,l+p,-1580.64969757,False,False
393,p+r,-1142.0976525,False,False
393,l*r,-1161.63641869,False,False
393,l*p,-1457.74470102,False,False
393,p*r,-1331.57115674,False,False
393,l+r+p,-1142.09742644,False,False
393,l+r*p,-1159.26975638,False,False
393,l*r+p,-1627.88171,False,False
393,l*p+r,-1690.5798938,False,False
393,l*r*p,-1142.6950165,False,False
394,l,-489.778712211,False,False
394,p,-497.941411131,False,False
394,r,817.046613063,False,False
394,l+r,767.499948426,False,False
394,l+p,-110.683771863,False,False
394,p+r,817.047990377,False,False
394,l*r,-497.941387157,False,False
394,l*p,-336.388053188,False,False
394,p*r,872.089962159,False,False
394,l+r+p,-228.937594275,False,False
394,l+r*p,871.844482205,False,False
394,l*r+p,-464.361831041,True,False
394,l*p+r,-468.250716296,False,False
394,l*r*p,-497.941390202,False,False
395,l,-610.160941232,False,False
395,p,-617.604606449,False,False
395,r,333.305432335,False,False
395,l+r,419.195951285,False,False
395,l+p,-478.034649671,False,False
395,p+r,-616.911785249,False,False
395,l*r,-617.604610678,False,False
395,l*p,-425.061334703,False,False
395,p*r,-29.3553525531,True,False
395,l+r+p,-452.150741907,False,False
395,l+r*p,51.1462810372,False,False
395,l*r+p,-617.604609205,False,False
395,l*p+r,419.190983634,False,False
395,l*r*p,-617.604598317,False,False
396,l,-1256.17730502,False,False
396,p,-1256.24642242,False,False
396,r,-924.90585174,False,False
396,l+r,-1036.93958179,False,False
396,l+p,-1236.74055714,False,False
396,p+r,-924.905851741,True,False
396,l*r,-940.202566853,False,False
396,l*p,-1123.21078513,True,False
396,p*r,-946.807040102,False,False
396,l+r+p,-924.904879116,False,False
396,l+r*p,-946.644276867,False,False
396,l*r+p,-944.714248225,False,False
396,l*p+r,-1014.00119288,True,False
396,l*r*p,-931.406793686,False,False
397,l,-555.763597328,False,False
397,p,-555.178648569,False,False
397,r,514.067087567,False,False
397,l+r,646.763594412,False,False
397,l+p,-551.048346768,False,False
397,p+r,639.653388106,False,False
397,l*r,-555.178637874,False,False
397,l*p,-23.8075244848,True,False
397,p*r,9.41095707752,True,False
397,l+r+p,-454.778561556,False,False
397,l+r*p,35.465865104,True,False
397,l*r+p,-555.178653782,False,False
397,l*p+r,-782.364729399,True,True
397,l*r*p,-555.178635583,False,False
398,l,-625.85362774,False,False
398,p,-592.381363025,False,False
398,r,545.760413033,False,False
398,l+r,23.0487871467,True,False
398,l+p,-502.243837912,False,False
398,p+r,23.2350255686,True,False
398,l*r,-624.76856171,True,False
398,l*p,-624.768560697,False,False
398,p*r,605.276765293,False,False
398,l+r+p,481.849065612,False,False
398,l+r*p,612.831814671,False,False
398,l*r+p,-171.858611815,False,False
398,l*p+r,545.760415229,False,False
398,l*r*p,564.935028069,False,False
399,l,-1466.00338183,False,False
399,p,-1474.57345608,False,False
399,r,-110.718906057,False,False
399,l+r,-108.923401983,False,False
399,l+p,-1301.26925363,False,False
399,p+r,-206.579303911,True,False
399,l*r,-239.289415397,True,False
399,l*p,-1466.0034643,False,False
399,p*r,-508.461502672,False,False
399,l+r+p,-1026.40780214,False,False
399,l+r*p,-323.405694283,False,False
399,l*r+p,-122.79614543,False,False
399,l*p+r,-166.78005318,False,False
399,l*r*p,-200.374602469,True,False
400,l,-459.423638881,False,False
400,p,-461.33424632,False,False
400,r,766.073891579,False,False
400,l+r,765.711327599,False,False
400,l+p,-106.6283885,False,False
400,p+r,766.071292351,False,False
400,l*r,-461.334209605,False,False
400,l*p,-9.15472366664,True,False
400,p*r,57.2624846096,True,False
400,l+r+p,-13.1872061735,True,False
400,l+r*p,815.294530071,False,False
400,l*r+p,-461.334245554,False,False
400,l*p+r,-428.377020003,False,False
400,l*r*p,-461.334200149,False,False
401,l,-476.535571576,False,False
401,p,-480.14256159,False,False
401,r,642.011787144,False,False
401,l+r,642.547030174,False,False
401,l+p,-184.817811006,False,False
401,p+r,-482.364142501,False,False
401,l*r,-480.1425334,False,False
401,l*p,-476.236344227,False,False
401,p*r,687.747263735,False,False
401,l+r+p,-181.731395183,False,False
401,l+r*p,696.45358249,False,False
401,l*r+p,-396.422757798,False,False
401,l*p+r,-418.663338141,False,False
401,l*r*p,-480.142537692,False,False
402,l,-958.746639633,False,False
402,p,-959.473659343,False,False
402,r,287.512409475,False,False
402,l+r,287.601883836,False,False
402,l+p,-958.069675627,True,False
402,p+r,288.999168732,False,False
402,l*r,-42.803554063,True,False
402,l*p,-86.3546305004,True,False
402,p*r,364.378476686,False,False
402,l+r+p,-958.746639675,True,False
402,l+r*p,332.275697115,False,False
402,l*r+p,270.705143106,False,False
402,l*p+r,-83.1168477572,True,False
402,l*r*p,-83.4538574859,False,False
403,l,-554.544377025,False,False
403,p,-555.690661788,False,False
403,r,506.640812464,False,False
403,l+r,506.045248493,False,False
403,l+p,-534.595365695,False,False
403,p+r,-554.965028912,False,False
403,l*r,-555.690647743,False,False
403,l*p,-1167.8448916,True,True
403,p*r,390.566651073,False,False
403,l+r+p,-533.758559228,False,False
403,l+r*p,549.663174266,False,False
403,l*r+p,-555.690669814,False,False
403,l*p+r,-343.470118824,True,False
403,l*r*p,-555.690646773,False,False
404,l,-720.177359912,False,False
404,p,-703.715647379,False,False
404,r,313.272155156,False,False
404,l+r,313.064089548,False,False
404,l+p,-245.60107684,False,False
404,p+r,313.271997741,False,False
404,l*r,270.917089359,False,False
404,l*p,-536.19282938,False,False
404,p*r,360.249008274,False,False
404,l+r+p,390.258540884,False,False
404,l+r*p,369.278262089,False,False
404,l*r+p,-704.323755903,False,False
404,l*p+r,-706.447832465,True,False
404,l*r*p,296.338223466,False,False
405,l,-1409.80512529,False,False
405,p,-1409.86618425,False,False
405,r,-542.420036449,False,False
405,l+r,-541.136993308,False,False
405,l+p,-1309.53473936,False,False
405,p+r,-543.143863367,False,False
405,l*r,-1499.68468247,False,False
405,l*p,-1409.86617019,False,False
405,p*r,-557.312101352,False,False
405,l+r+p,-542.894682179,True,False
405,l+r*p,-559.018362729,False,False
405,l*r+p,-1499.46877039,False,False
405,l*p+r,-1257.50504687,True,False
405,l*r*p,-1499.68468464,False,False
406,l,-631.746631679,False,False
406,p,-641.18472736,False,False
406,r,585.603174801,False,False
406,l+r,23.0890304295,True,False
406,l+p,15.3571337887,True,False
406,p+r,-638.008741916,False,False
406,l*r,-641.184732869,False,False
406,l*p,-631.746642517,True,False
406,p*r,616.541748661,False,False
406,l+r+p,-489.502305737,True,True
406,l+r*p,33.174367369,True,False
406,l*r+p,23.9954429815,True,False
406,l*p+r,258.761101995,False,False
406,l*r*p,-641.184724054,True,False
407,l,-596.238219158,False,False
407,p,-594.887380603,False,False
407,r,496.419236972,False,False
407,l+r,-8.65731430969,True,False
407,l+p,-596.238237102,False,False
407,p+r,496.419533217,False,False
407,l*r,-594.887370145,False,False
407,l*p,-596.360695162,False,False
407,p*r,546.045886428,False,False
407,l+r+p,495.734702799,False,False
407,l+r*p,538.113880538,False,False
407,l*r+p,-454.135956984,False,False
407,l*p+r,-588.383472334,False,False
407,l*r*p,-594.887367367,False,False
408,l,-941.397621368,False,False
408,p,-941.233464638,False,False
408,r,38.6440121149,False,False
408,l+r,38.5827861936,False,False
408,l+p,-941.397622283,False,False
408,p+r,41.8998315687,False,False
408,l*r,-162.290616172,True,False
408,l*p,-752.464724846,False,False
408,p*r,56.9302330381,False,False
408,l+r+p,38.5827905693,False,False
408,l+r*p,80.3281867181,False,False
408,l*r+p,-759.836494654,False,False
408,l*p+r,-764.807761399,False,False
408,l*r*p,89.5530479071,False,False
409,l,-557.9997763,False,False
409,p,-557.593154864,False,False
409,r,297.140405713,False,False
409,l+r,296.823590212,False,False
409,l+p,-549.654609199,False,False
409,p+r,-556.783369724,False,False
409,l*r,-557.593142367,False,False
409,l*p,-372.132772322,False,False
409,p*r,358.784817944,False,False
409,l+r+p,291.135163794,False,False
409,l+r*p,358.539516119,False,False
409,l*r+p,-556.843629842,False,False
409,l*p+r,-401.290249339,False,False
409,l*r*p,-557.59314235,False,False
410,l,-619.159197945,False,False
410,p,-613.273062033,False,False
410,r,81.7093328968,False,False
410,l+r,357.099107094,False,False
410,l+p,-619.159200275,False,False
410,p+r,357.597915405,False,False
410,l*r,-617.963913063,False,False
410,l*p,-581.053655504,False,False
410,p*r,393.370813253,False,False
410,l+r+p,357.099085384,False,False
410,l+r*p,387.983323512,False,False
410,l*r+p,-598.433292288,False,False
410,l*p+r,-587.781624261,False,False
410,l*r*p,-617.963912498,False,False
411,l,-1586.45181336,False,False
411,p,-1619.0479148,False,False
411,r,-243.609840058,False,False
411,l+r,-253.154084451,False,False
411,l+p,-1586.45176188,False,False
411,p+r,-325.59962093,True,False
411,l*r,-1702.58804357,False,False
411,l*p,-1286.4438036,False,False
411,p*r,-258.728040192,True,False
411,l+r+p,-1348.24116222,False,False
411,l+r*p,-483.801743094,False,False
411,l*r+p,-683.579224349,True,False
411,l*p+r,-5618874.42374,True,True
411,l*r*p,-1702.58804568,False,False
412,l,-584.737720696,False,False
412,p,-592.033805959,False,False
412,r,615.11244234,False,False
412,l+r,630.890425205,False,False
412,l+p,-286.269613816,True,False
412,p+r,629.969313131,False,False
412,l*r,-592.0337962,False,False
412,l*p,-471.228491096,False,False
412,p*r,584.884666969,False,False
412,l+r+p,-286.058656101,True,False
412,l+r*p,681.449955038,False,False
412,l*r+p,-592.033812484,False,False
412,l*p+r,-212.551975207,False,False
412,l*r*p,-592.033796279,False,False
413,l,-457.219014294,False,False
413,p,-335.316737659,False,False
413,r,556.608871865,False,False
413,l+r,555.37264071,False,False
413,l+p,-452.951531484,False,False
413,p+r,-335.479290633,False,False
413,l*r,-456.118832772,False,False
413,l*p,21.5214476121,True,False
413,p*r,33.4683235743,True,False
413,l+r+p,29.8671237475,True,False
413,l+r*p,645.60372311,False,False
413,l*r+p,-456.11886078,False,False
413,l*p+r,-306.303877305,True,False
413,l*r*p,-456.118830176,False,False
414,l,-1244.51742879,False,False
414,p,-1255.15448927,False,False
414,r,235.33182694,False,False
414,l+r,235.343148826,False,False
414,l+p,-962.880551144,False,False
414,p+r,16.5812964189,False,False
414,l*r,-1340.50223225,False,False
414,l*p,-1168.82702558,False,False
414,p*r,311.245481891,False,False
414,l+r+p,-925.863474408,False,False
414,l+r*p,291.9169315,False,False
414,l*r+p,-509.792926037,False,False
414,l*p+r,-1134.74999041,False,False
414,l*r*p,296.700255212,False,False
415,l,-555.979113317,False,False
415,p,-554.457673249,False,False
415,r,548.788745534,False,False
415,l+r,548.084581261,False,False
415,l+p,-555.979124246,False,False
415,p+r,-552.385268743,False,False
415,l*r,-554.457634813,False,False
415,l*p,-554.457667941,False,False
415,p*r,470.326182971,False,False
415,l+r+p,548.084454418,False,False
415,l+r*p,592.607107315,False,False
415,l*r+p,-554.457648146,False,False
415,l*p+r,-435.564912605,True,False
415,l*r*p,-554.457634685,False,False
416,l,-728.798071693,False,False
416,p,-729.267621079,False,False
416,r,342.396608112,False,False
416,l+r,342.094880276,False,False
416,l+p,-719.764360389,False,False
416,p+r,273.146694191,False,False
416,l*r,-33.323900664,True,False
416,l*p,-113.803079316,True,False
416,p*r,396.416807159,False,False
416,l+r+p,-510.256409888,False,False
416,l+r*p,396.302740453,False,False
416,l*r+p,161.707287463,False,False
416,l*p+r,-29.8185561887,True,False
416,l*r*p,392.712068349,False,False
417,l,-1329.24326959,False,False
417,p,-1329.2545931,False,False
417,r,-476.864619841,False,False
417,l+r,-476.861226689,False,False
417,l+p,-1329.24326287,False,False
417,p+r,-699.705060946,False,False
417,l*r,-1322.8439205,False,False
417,l*p,-1329.01246154,False,False
417,p*r,-527.002554099,False,False
417,l+r+p,-480.426171816,False,False
417,l+r*p,-548.12477645,False,False
417,l*r+p,-451.789715553,False,False
417,l*p+r,-431.35457757,False,False
417,l*r*p,-386.573058616,False,False
418,l,-403.498918466,False,False
418,p,-415.326321369,False,False
418,r,1009.33562382,False,False
418,l+r,1008.88872365,False,False
418,l+p,79.5696371115,True,False
418,p+r,980.081304321,False,False
418,l*r,-411.259779266,False,False
418,l*p,497.599514897,False,False
418,p*r,1027.49141228,False,False
418,l+r+p,80.5713406603,True,False
418,l+r*p,1042.93291962,False,False
418,l*r+p,973.185884128,False,False
418,l*p+r,59.2112299341,True,False
418,l*r*p,-411.259763693,False,False
419,l,-261.010300659,False,False
419,p,-173.088750277,False,False
419,r,936.32649078,False,False
419,l+r,934.584253788,False,False
419,l+p,55.6104271288,True,False
419,p+r,-260.190771987,False,False
419,l*r,-260.190580495,False,False
419,l*p,-109.872220408,True,False
419,p*r,963.884272824,False,False
419,l+r+p,26.8526944982,False,False
419,l+r*p,957.293463033,False,False
419,l*r+p,-177.119462438,False,False
419,l*p+r,66.9405093247,True,False
419,l*r*p,-260.190598224,False,False
420,l,-1202.56558009,False,False
420,p,-1203.14308284,False,False
420,r,39.4219395298,False,False
420,l+r,39.4538108204,False,False
420,l+p,-945.874052495,False,False
420,p+r,39.3893994925,False,False
420,l*r,-9.40542751335,False,False
420,l*p,-1193.22539151,True,False
420,p*r,132.344911395,False,False
420,l+r+p,-919.948656406,False,False
420,l+r*p,149.072159686,False,False
420,l*r+p,-553.835194103,True,False
420,l*p+r,-143.666509871,False,False
420,l*r*p,82.9492807365,False,False
421,l,-540.117039402,False,False
421,p,-409.280989899,False,False
421,r,443.184104157,False,False
421,l+r,442.569360856,False,False
421,l+p,-540.117038686,False,False
421,p+r,-400.866837862,False,False
421,l*r,-538.58309864,False,False
421,l*p,-538.583109125,False,False
421,p*r,335.875820253,False,False
421,l+r+p,-403.682561704,False,False
421,l+r*p,487.248759193,False,False
421,l*r+p,-540.213429871,False,False
421,l*p+r,-432.604003289,False,False
421,l*r*p,-538.583098973,False,False
422,l,-606.366343964,False,False
422,p,-173.629220865,False,False
422,r,446.356462503,False,False
422,l+r,11.9776938158,True,False
422,l+p,-606.185215588,False,False
422,p+r,-163.513591096,False,False
422,l*r,9.97973517622,True,False
422,l*p,-525.376324506,False,False
422,p*r,476.448759761,False,False
422,l+r+p,445.725850493,False,False
422,l+r*p,11.9776923606,True,False
422,l*r+p,-594.224274448,False,False
422,l*p+r,-389.420325874,False,False
422,l*r*p,-196.496599693,True,False
423,l,-1543.89290757,False,False
423,p,-1543.89162235,False,False
423,r,-1210.43358725,False,False
423,l+r,-1210.43381229,False,False
423,l+p,-1543.89241288,False,False
423,p+r,-1210.43358725,False,False
423,l*r,-1599.24029672,False,False
423,l*p,-1537.24828596,False,False
423,p*r,-1211.97664918,False,False
423,l+r+p,-1210.43381204,False,False
423,l+r*p,-1211.97721146,False,False
423,l*r+p,-1599.23885991,False,False
423,l*p+r,-1299.70282622,False,False
423,l*r*p,-1599.24029498,False,False
424,l,-540.534018699,False,False
424,p,-191.610370419,False,False
424,r,334.868161133,False,False
424,l+r,443.964980845,False,False
424,l+p,-540.534024123,False,False
424,p+r,444.431824561,False,False
424,l*r,-539.094331891,False,False
424,l*p,-534.684299337,True,False
424,p*r,-4.66657542079,True,False
424,l+r+p,443.964942201,False,False
424,l+r*p,498.267060897,False,False
424,l*r+p,-192.041124198,False,False
424,l*p+r,-453.722355051,False,False
424,l*r*p,-539.09433059,False,False
425,l,-467.924972858,False,False
425,p,-468.651455709,False,False
425,r,583.04155613,False,False
425,l+r,581.82313454,False,False
425,l+p,-142.864022837,False,False
425,p+r,-411.167632756,True,False
425,l*r,-466.068918608,False,False
425,l*p,-245.808038136,False,False
425,p*r,660.974247782,False,False
425,l+r+p,-419.588723145,False,False
425,l+r*p,660.178268338,False,False
425,l*r+p,-141.307278458,False,False
425,l*p+r,357.971941336,False,False
425,l*r*p,-466.068922412,False,False
426,l,-1197.48735359,True,False
426,p,-1288.07991725,False,False
426,r,-219.220292579,False,False
426,l+r,-219.210260825,False,False
426,l+p,-996.795715692,True,False
426,p+r,-219.220293938,False,False
426,l*r,-238.61330577,False,False
426,l*p,-1196.19141672,False,False
426,p*r,-110.218093245,False,False
426,l+r+p,-220.183338295,False,False
426,l+r*p,-247.333385529,True,False
426,l*r+p,-230.841658524,False,False
426,l*p+r,-443.203894202,False,False
426,l*r*p,-143.395343266,False,False
427,l,-409.753390671,False,False
427,p,-408.503638266,False,False
427,r,734.332064219,False,False
427,l+r,732.919858297,False,False
427,l+p,-295.653607125,False,False
427,p+r,-303.359874073,False,False
427,l*r,-408.503581546,False,False
427,l*p,5.62594847861,True,False
427,p*r,775.778021503,False,False
427,l+r+p,50.1561422086,True,False
427,l+r*p,783.281147185,False,False
427,l*r+p,-408.503627115,False,False
427,l*p+r,-8.48495615695,True,False
427,l*r*p,-408.50359279,False,False
428,l,-677.032479919,False,False
428,p,-594.662184549,False,False
428,r,376.620942755,False,False
428,l+r,376.14702312,False,False
428,l+p,-677.032457866,False,False
428,p+r,376.620941453,False,False
428,l*r,-6.76831570582,True,False
428,l*p,-527.437222966,False,False
428,p*r,444.291022293,False,False
428,l+r+p,-4.62542143352,True,False
428,l+r*p,428.32852662,False,False
428,l*r+p,-663.821426904,False,False
428,l*p+r,357.86783186,False,False
428,l*r*p,-0.974624935878,True,False
429,l,-1677.23438122,False,False
429,p,-1677.24542971,False,False
429,r,-395.819727175,False,False
429,l+r,-395.819090213,False,False
429,l+p,-1441.4508839,False,False
429,p+r,-395.819751633,False,False
429,l*r,-1749.02811067,False,False
429,l*p,-1667.49562315,False,False
429,p*r,-339.249293084,True,False
429,l+r+p,-1434.60285831,False,False
429,l+r*p,-504.689052517,False,False
429,l*r+p,-1748.99673822,False,False
429,l*p+r,-1423.22847141,False,False
429,l*r*p,-1749.02811273,False,False
430,l,-502.972487791,False,False
430,p,692.812523266,False,False
430,r,665.93845987,False,False
430,l+r,665.047235101,False,False
430,l+p,-502.972462521,False,False
430,p+r,-354.930074219,False,False
430,l*r,-501.394628715,False,False
430,l*p,-400.470180949,False,False
430,p*r,575.794975585,False,False
430,l+r+p,687.698087923,False,False
430,l+r*p,755.300301176,False,False
430,l*r+p,-354.999694123,False,False
430,l*p+r,-27.3954182611,True,False
430,l*r*p,-501.394626547,False,False
431,l,-303.887151394,False,False
431,p,-223.016848459,False,False
431,r,685.233587866,False,False
431,l+r,684.479118462,False,False
431,l+p,-71.8899624873,False,False
431,p+r,-171.654362668,False,False
431,l*r,-303.67627889,False,False
431,l*p,-235.749714922,True,False
431,p*r,740.173602368,False,False
431,l+r+p,44.4943878606,True,False
431,l+r*p,48.3363383799,True,False
431,l*r+p,-282.539837287,False,False
431,l*p+r,83.7561243649,False,False
431,l*r*p,-303.676352843,False,False
432,l,-1184.57546654,False,False
432,p,-1193.58015836,False,False
432,r,233.232382271,False,False
432,l+r,235.934074703,False,False
432,l+p,-999.465827399,False,False
432,p+r,-959.915620655,False,False
432,l*r,-51.3231892601,True,False
432,l*p,-1193.58015956,False,False
432,p*r,325.490532463,False,False
432,l+r+p,-1030.59966891,True,False
432,l+r*p,-382.768812898,False,False
432,l*r+p,244.138384136,False,False
432,l*p+r,-884.811348673,False,False
432,l*r*p,312.620246747,False,False
433,l,-657.934990137,False,False
433,p,-658.516352807,False,False
433,r,450.94144973,False,False
433,l+r,0.404928954118,True,False
433,l+p,-647.885689886,False,False
433,p+r,450.941449578,False,False
433,l*r,0.249723999335,True,False
433,l*p,147.315622867,False,False
433,p*r,480.652443031,False,False
433,l+r+p,450.152549853,False,False
433,l+r*p,5.39646001611,True,False
433,l*r+p,-498.450056403,False,False
433,l*p+r,132.425344339,False,False
433,l*r*p,493.313278303,False,False
434,l,-788.086954566,False,False
434,p,-778.550302311,False,False
434,r,118.600734095,False,False
434,l+r,-71.5602615215,True,False
434,l+p,-769.15184757,False,False
434,p+r,-785.039932976,False,False
434,l*r,-76.1483501398,True,False
434,l*p,-116.424332429,False,False
434,p*r,185.328976603,False,False
434,l+r+p,115.5778897,False,False
434,l+r*p,-65.1279713723,True,False
434,l*r+p,-92.472520959,True,False
434,l*p+r,-71.4715451095,True,False
434,l*r*p,184.760449889,False,False
435,l,-1562.45069081,False,False
435,p,-1562.45016207,False,False
435,r,-1086.73680255,False,False
435,l+r,-1086.73692413,False,False
435,l+p,-1562.4500104,False,False
435,p+r,-1086.73680285,False,False
435,l*r,-1084.33111695,False,False
435,l*p,-1620.52759753,False,False
435,p*r,-1118.54843381,False,False
435,l+r+p,-1086.73692415,False,False
435,l+r*p,-1118.54857117,False,False
435,l*r+p,-1084.33111696,False,False
435,l*p+r,-1086.73680255,True,False
435,l*r*p,-1055.73207998,False,False
436,l,-703.836299265,False,False
436,p,-706.494955601,False,False
436,r,388.393803498,False,False
436,l+r,-17.1733651364,True,False
436,l+p,-607.437471242,False,False
436,p+r,386.160070316,False,False
436,l*r,-30.979667389,True,False
436,l*p,-108.070314505,True,False
436,p*r,358.840644802,False,False
436,l+r+p,395.996006137,False,False
436,l+r*p,-10.8061926614,True,False
436,l*r+p,-306.721321193,False,False
436,l*p+r,134.012090251,False,False
436,l*r*p,-25.1691485886,True,False
437,l,-722.288401431,False,False
437,p,-730.287509655,False,False
437,r,485.389440435,False,False
437,l+r,486.189595606,False,False
437,l+p,-579.058578967,False,False
437,p+r,473.109268567,False,False
437,l*r,10.1702504803,True,False
437,l*p,-722.288404901,True,False
437,p*r,536.114322574,False,False
437,l+r+p,-530.923083343,False,False
437,l+r*p,19.3225290082,True,False
437,l*r+p,-50.6856308803,True,False
437,l*p+r,262.694605557,False,False
437,l*r*p,17.4223082671,True,False
438,l,-1274.78528571,False,False
438,p,-1274.95328961,False,False
438,r,-404.346135408,False,False
438,l+r,-404.331376713,False,False
438,l+p,-1202.0089618,False,False
438,p+r,-404.3461356,False,False
438,l*r,-1324.62795274,False,False
438,l*p,-966.176064596,False,False
438,p*r,-307.438486076,False,False
438,l+r+p,-394.415437877,False,False
438,l+r*p,-297.581731909,False,False
438,l*r+p,-1279.57277743,True,False
438,l*p+r,-403.338975389,False,False
438,l*r*p,-373.083822763,False,False
439,l,-602.749867189,False,False
439,p,-601.504339315,False,False
439,r,480.642885389,False,False
439,l+r,480.04248511,False,False
439,l+p,-602.749877563,False,False
439,p+r,477.139954807,False,False
439,l*r,-37.2926652616,True,False
439,l*p,-476.462509708,False,False
439,p*r,521.175044468,False,False
439,l+r+p,-386.305908609,False,False
439,l+r*p,520.981113707,False,False
439,l*r+p,-338.243119051,False,False
439,l*p+r,-504.163616882,False,False
439,l*r*p,-601.504335283,False,False
440,l,-671.015856147,False,False
440,p,-671.555579298,False,False
440,r,562.082217162,False,False
440,l+r,13.0544145344,True,False
440,l+p,-660.112060229,False,False
440,p+r,-658.773183322,False,False
440,l*r,10.3178781692,True,False
440,l*p,-595.14951971,False,False
440,p*r,607.881504368,False,False
440,l+r+p,13.0525938184,True,False
440,l+r*p,13.2546290184,True,False
440,l*r+p,-542.647816583,False,False
