,l,l*p,l*p+r,l*r,l*r*p,l*r+p,l+p,l+r,l+r*p,l+r+p,p,p*r,p+r,r
174,-415.9135823170497,-310.6598028872943,-190.91423553390803,-119.58127232045827,-1041.403206982559,-488.56722628773645,-313.4953171373572,-39.89596655488256,-123.90316293279558,-7.881960869942617,-342.60531540847296,-117.51195787696541,12.567325607301939,-313.632068596046
175,-211.45025140280023,-130.72926258352052,-130.7291653105961,80.04954903899596,-24.685096660660793,146.8252810270038,-33.227154770434325,145.1122682745809,93.16623308891134,-33.227145872301634,-149.56312516418606,166.69809867741697,94.75993977414785,140.01000755761348
176,-244.12798650296125,62.77846874135031,62.796077985431474,44.77664535216208,56.77823827403206,-190.43642112624948,-172.73985052146338,114.20402659020996,54.661622327061366,110.8598291624582,-159.65733736606853,111.14375278129793,-159.64524041966112,103.45136502532407
177,-520.5273588860061,-472.76320804165437,-451.8726249883393,-192.298490554176,-182.58842673913287,-181.3774698370623,-418.5116839205975,-124.99603539240849,-20273074.534982983,-109.42641051910644,-418.5033201455437,-216.25727659170468,-114.31876706549956,-132.27552750348866
178,-240.16637157463137,87.57727459095787,84.88769790766347,71.42885160277913,91.43260438346617,158.58569822744448,-130.47218075819333,137.92690685969566,158.44244175773744,-9.130398225405642,143.62179258385797,159.02024001112727,178.17357539247718,97.78184147543311
179,-219.70117375178464,95.49370069708067,-31.75475282357379,-31.938904830946026,93.725736106526,-150.09423869071696,-114.7974045182836,135.26913174385908,170.14738933313305,3.9093311665341854,95.33785290805572,154.20980972821312,156.90001464118552,145.63047634565962
18,-421.4600523344657,-169.24957090919915,-785031.2870698367,-74.73374807674614,-117.32085435073085,-73.68091800008386,-269.87925929210957,17.640909899647898,-96.63226790069048,56.1862715155224,-249.9555723335594,-101.32058180501703,-137.5048285859737,-249.95561847688055
180,-422.7404870302115,-352.9426296545387,-149.1738367596447,-90.50513902726611,-93.32481814707947,-92.78563470403817,-25.131163838211243,-29.886677496985108,-152.09184377739194,-48.929995619709246,-360.8980837310394,-65.87820126322025,-296.19700818217706,-311.7221486695586
181,-208.5542270549546,101.5830188528962,100.26335548953256,96.61749594694855,-25.632347312453717,140.22816022257078,-71.21357844444825,145.1182195493341,169.7194465688887,173.85771464784276,126.99350176929984,157.29501091612195,142.52522094012346,139.7821480744288
182,-251.7283721980703,84.77597276445404,-40.55617690325019,89.85837186892344,-39.717726043083715,-17.039778251388636,4.433210015936863,156.42110274846618,194.0867309416942,110.42181542778022,-25.027791460622836,5.850017778189797,-999999999.0,108.59148827725126
183,-523.0316714583377,-594.5080667262204,-451.75695139627965,-161.27891890097487,-164.46609560257835,-179.01149343528112,-349.5544901190526,-89.4174607379386,-163.5118104349464,-660.4522727863081,-629.505434023066,-268.04331142059937,-9657.829066269245,-348.35130187683365
184,-238.6790142013129,99.51606496026942,98.73303406683176,100.44196347098193,-35.7471276652576,6.164755353902946,58.75580869644834,184.2238579939886,154.96999397640727,13.380795318281017,189.58929197147756,13.015596761684801,150.44627938109667,146.97677190249055
185,-218.4455784796583,117.59257745430534,113.45485303197802,118.00054832043998,-30.778281520902112,150.84850360485433,149.80769887960977,188.76589637941433,180.230437718808,-70.25201428558253,150.43433997275474,220.56565716302813,189.8263952009256,170.74666131676443
186,-415.39159911993954,-237.31301560786767,-232.31516531445587,-74.77254287599547,-113.91328150564512,-74.93722337438686,-252.86119926721798,-0.4014175417777466,-94.6451521561526,16.942199423377605,-333.035835956865,-82.45493032993818,18.26894383500412,-0.4014296440675835
187,-202.43210584857505,100.91425542160295,-25.931804071303524,28.672468270603787,-228.50723321170807,-119.59111723207191,-55.65316361438806,146.68782112238702,140.67378029092305,-42.70265040602169,-119.59111713832144,83.37304966381376,-119.59068566819077,143.1165827782764
188,-253.22096162018366,39.665057374981764,-173.6998743665882,-12.194607633060329,56.77818920493277,88.48751232367381,-83.38103723173148,41.75163826368615,114.81746172658215,107.41783696084391,-193.9971333363468,113.1478764497303,-157.440607654102,41.751688292931476
189,-514.782072047004,-514.9503542690464,-418.22210963475607,-211.5449569606773,-17251.109905639587,-226.96359162251724,-434.7691937860067,-163.12113112741838,-202.447348581884,-147.2579582745206,-435.0532860450787,-230.86155782304627,-139.66718407904784,-411.3076172513647
19,-200.74603521761713,102.3208142245112,97.19979284158015,-219.40426480323833,-219.4035312178932,5.170340518737487,126.7109687599791,140.85838780486108,174.21305615228943,157.97720829332084,126.27332305608303,168.19831604931446,123.87715915778038,151.64627040907837
190,-239.89037980382608,87.4525212726206,85.21406635116544,65.9359855440778,91.6857970477387,161.59936917732693,-14.351613403367661,140.07265063701848,170.18030755669224,-14.639515417840201,148.81409507763482,166.1631245840854,-13.312939343217726,98.57894403044187
191,-227.4493784765021,83.03495383565541,82.72910878364175,-31.478302239376788,-30.764010530849333,-113.67025401792468,-19.965084064645797,150.08209264663446,176.03025375623403,-20.834378568711607,-113.79175926744537,169.15222955081958,-113.67008536072186,104.22159392478699
192,-422.337368541695,-187.35615214810025,-140.62079684826895,-89.49511827822997,-195.17865381558707,-87.90678874648174,-2784.484007647346,-29.90220302606225,-130.0075985084777,-2.553932202488866,-317.12422211092144,-115.62092640375104,-317.1067490172823,-34.43592419479155
193,-209.38459049615398,130.53038676235124,-28.09908407890546,124.28240191789845,56.02856321724757,158.15624551568814,49.166869166551024,200.29689183099595,11.108582145043943,50.39191813714562,-66.0424057631633,198.88456917482716,157.54665443392656,185.21513876920056
194,-251.89769055147417,-40.53235450571528,83.75606912323275,76.00111440673695,-40.358236241996984,193.7172102792382,5.041033856381972,157.21958210241692,197.6959938836441,208.06538635140163,-109.4296403934782,188.04971301368275,-16.741886631006523,104.74671117235516
195,-520.1438551529517,-419.1739523239608,-442.87070702329004,-222.58051021175052,-203.52666049349773,-215.809153122292,-172.42132812149168,-187.98889034037353,-214.59323639629994,-228.15861972523578,-434.75880557652835,-206.01686741357906,-426.34014692633184,-187.9888898212183
196,-233.40693067690887,-3320.6235591465465,74.69148159458064,76.92553810165515,-364.9726641604716,150.0900284484383,-72.18015290533701,142.22688664815905,156.934942210443,24.572019805699554,125.99789598143339,159.34461543633884,123.11639592459872,133.24395778145765
197,-219.23555093543627,-30.779452438057994,83.16719353573615,83.30726960956414,-30.669412129505844,126.9468603345965,21.676363828030702,140.2736773045271,173.7090604954548,25.848278767856222,126.94423888562308,164.01517689999724,126.94429216024542,137.82245446319683
198,-421.530121656985,-356.12506903638496,-138.00058860011728,-63.80092705673725,-1404.562022306026,-39.46125272860596,-252.86142532442904,-180.57653305856246,-45.68124419092875,21.391584340196356,-1142.5996152301566,-115.95692587743177,-50.18499482734449,-4.609469202246913
199,-201.19533706628673,105.71191300564196,-666.5403323577347,-26.27622354707362,-229.20327847467635,-113.57626692852537,-4.878211834370063,156.23627797313114,171.60450380008317,103.13751940678819,106.09313388685896,178.0890462799969,171.52709820344748,153.56648042411712
2,-261.0396922776906,-40.56053986774378,40.834165622255966,2.1009678860918086,60.878894096340986,100.39373104224902,-160.4387080542745,58.594239331482115,104.79634536740569,116.50607539865271,-147.9753072663725,-4.237332049877226,109.15332314927167,88.4185916088542
